Column1,Column10,PL
DRAWRABBITS_RULEBOOKDESCRIPTION_715,"When [creature] is played, a Rabbit is created in your hand. [define:Rabbit]","Kiedy [stworzenie] jest odtwarzane, w twojej dłoni powstaje królik. [Zdefiniuj: królik]"
DRAWRABBITS_TRIGGERTEXT_141_M,[creature] pulls out a Rabbit!,[Stworzenie] wyciąga królika!
DRAWRABBITS_TRIGGERTEXT_141_F,,#VALUE!
DRAWRABBITS_TEXT_232_M,Never doubt the fecundity of rabbits.,Nigdy nie wątp w płodność królików.
DRAWRABBITS_TEXT_232_F,,#VALUE!
EVOLVE_RULEBOOKNAME_428,Fledgling,Renż
EVOLVE_RULEBOOKDESCRIPTION_028,[creature] will grow into a more powerful form after 1 turn on the board.,[Stworzenie] wzrośnie w mocniejszą formę po 1 włączeniu planszy.
EVOLVE_TRIGGERTEXT_787_M,[creature] transcends to a higher form!,[Stworzenie] przekracza wyższą formę!
EVOLVE_TRIGGERTEXT_787_F,,#VALUE!
EVOLVE_TEXT_009_M,They grow up so fast.,Dorastają tak szybko.
EVOLVE_TEXT_009_F,,#VALUE!
FLYING_RULEBOOKNAME_550,Airborne,Przewieziony drogą lotniczą
FLYING_RULEBOOKDESCRIPTION_937,"[creature] will strike an opponent directly, even if there is a creature opposing it.","[Stworzenie] uderzy w przeciwnika bezpośrednio, nawet jeśli sprzeciwia się to stworzenie."
GUARDDOG_RULEBOOKNAME_492,Guardian,Opiekun
GUARDDOG_RULEBOOKDESCRIPTION_012,"When an opposing creature is placed opposite to an empty space, [creature] will move to that empty space.","Gdy przeciwne stworzenie zostanie umieszczone naprzeciwko pustej przestrzeni, [stworzenie] przejdzie do tej pustej przestrzeni."
GUARDDOG_TRIGGERTEXT_620_M,[creature] leaps over to block.,[Stworzenie] przeskakuje do blokowania.
GUARDDOG_TRIGGERTEXT_620_F,,#VALUE!
GUARDDOG_TEXT_284_M,Who let that dog out?,Kto wypuścił tego psa?
GUARDDOG_TEXT_284_F,,#VALUE!
ICECUBE_RULEBOOKNAME_121,Frozen Away,Zamrożone
ICECUBE_RULEBOOKDESCRIPTION_341,"When [creature] perishes, the creature inside is released in its place.","Kiedy [stworzenie] ginie, w nim uwalniane jest stworzenie w środku."
ICECUBE_TRIGGERTEXT_374_M,[creature] releases the creature inside!,[Stworzenie] uwalnia stworzenie w środku!
ICECUBE_TRIGGERTEXT_374_F,,#VALUE!
QUADRUPLEBONES_RULEBOOKNAME_648,Bone King,Król kości
QUADRUPLEBONES_RULEBOOKDESCRIPTION_200,"When [creature] dies, 4 bones are awarded instead of 1.","Kiedy [stworzenie] umiera, zamiast 1."
QUADRUPLEBONES_TRIGGERTEXT_929_M,[creature] yield 4 bones.,[Stworzenie] Udaj 4 kości.
QUADRUPLEBONES_TRIGGERTEXT_929_F,,#VALUE!
QUADRUPLEBONES_TEXT_546_M,So many bones...,Tyle kości ...
QUADRUPLEBONES_TEXT_546_F,,#VALUE!
RANDOMABILITY_RULEBOOKNAME_969,Amorphous,Amorficzny
RANDOMABILITY_RULEBOOKDESCRIPTION_549,"When [creature] is drawn, this sigil is replaced with another sigil at random.","Gdy [stworzenie] jest narysowane, ten piesek zostaje zastąpiony innym losowym sigilem."
RANDOMCONSUMABLE_RULEBOOKNAME_126,Trinket Bearer,Nosiciel bibelotu
RANDOMCONSUMABLE_RULEBOOKDESCRIPTION_591,"When [creature] is played, you will receive a random item as long as your pack is not full.","Kiedy [stworzenie] zostanie odtwarzane, otrzymasz losowy przedmiot, o ile twoja paczka nie jest pełna."
REACH_RULEBOOKNAME_155,Mighty Leap,Potężny skok
REACH_RULEBOOKDESCRIPTION_583,[creature] will block an opposing creature bearing the Airborne sigil.,[Stworzenie] Blokuje przeciwne stworzenie z ulotką w powietrzu.
SACRIFICIAL_RULEBOOKNAME_208,Many Lives,Wiele żyć
SACRIFICIAL_RULEBOOKDESCRIPTION_598,When [creature] is sacrificed it does not perish.,"Kiedy [stworzenie] zostaje poświęcone, nie zginie."
SHARP_RULEBOOKNAME_460,Sharp Quills,Ostre piła
SHARP_RULEBOOKDESCRIPTION_739,"Once [creature] is struck, the striker is then dealt a single damage point.",Po uderzeniu [stworzenia] napastnik jest następnie przekazywany jeden punkt obrażeń.
SHARP_TRIGGERTEXT_893_M,[creature]'s spikes dig in.,Kolce [stworzenia] kopie kopnięcia.
SHARP_TRIGGERTEXT_893_F,,#VALUE!
SHARP_TEXT_212_M,A thorny rebuke.,Ciernista nagana.
SHARP_TEXT_212_F,,#VALUE!
SPLITSTRIKE_RULEBOOKNAME_495,Bifurcated Strike,Dołowa strajk
SPLITSTRIKE_RULEBOOKDESCRIPTION_701,[creature] will strike each opposing space to the left and right of the space across from it.,[Stworzenie] uderzy każdą przeciwną przestrzeń w lewo i prawo od przestrzeni naprzeciwko.
SQUIRRELORBIT_RULEBOOKNAME_995,Tidal Lock,Zamek pływowy
SQUIRRELORBIT_RULEBOOKDESCRIPTION_985,"At the beginning of its owner's turn, [creature] will pull small creatures, like Squirrels, into its orbit.","Na początku kolejki właściciela [stworzenie] wciągnie małe stworzenia, takie jak wiewiórki, na swoją orbitę."
STEELTRAP_RULEBOOKNAME_883,Steel Trap,Stalowa pułapka
STEELTRAP_RULEBOOKDESCRIPTION_247,"When [creature] perishes, the creature opposing it perishes as well. A pelt is created in your hand.","Kiedy [stworzenie] ginie, sprzeciwiające się mu również ginie stworzenie. W twojej dłoni powstaje skór."
STEELTRAP_TRIGGERTEXT_856_M,[creature] snaps shut!,[Stworzenie] Zamknij!
STEELTRAP_TRIGGERTEXT_856_F,,#VALUE!
STRAFE_RULEBOOKNAME_331,Sprinter,Sprinter
STRAFE_RULEBOOKDESCRIPTION_773,"At the end of the owner's turn, [creature] will move in the direction inscribed in the sigil.",Pod koniec tury właściciela [stworzenie] porusza się w kierunku wpisanym na pielęgnację.
STRAFE_TRIGGERTEXT_432_M,[creature] moves to a new space.,[Stworzenie] przenosi się do nowej przestrzeni.
STRAFE_TRIGGERTEXT_432_F,,#VALUE!
STRAFE_TEXT_512_M,Fleeing will not save you.,Uciekanie cię nie uratuje.
STRAFE_TEXT_512_F,,#VALUE!
STRAFEPUSH_RULEBOOKNAME_028,Hefty,Mocny
STRAFEPUSH_RULEBOOKDESCRIPTION_681,"At the end of the owner's turn, [creature] will move in the direction inscribed in the sigil. Creatures in the way will be pushed in the same direction.",Pod koniec tury właściciela [stworzenie] porusza się w kierunku wpisanym na pielęgnację. Stworzenia na drodze zostaną popchnięte w tym samym kierunku.
STRAFEPUSH_TRIGGERTEXT_208_M,"[creature] moves to a new space, pushing anything in its way.","[Stworzenie] przenosi się do nowej przestrzeni, pchając wszystko na swój sposób."
STRAFEPUSH_TRIGGERTEXT_208_F,,#VALUE!
STRAFEPUSH_TEXT_431_M,The might of the Moose cannot be halted.,Potęgi łosia nie można zatrzymać.
STRAFEPUSH_TEXT_431_F,,#VALUE!
SUBMERGE_RULEBOOKNAME_482,Waterborne,Waterborne
SUBMERGE_RULEBOOKDESCRIPTION_320,"[creature] submerges itself during its opponent's turn. While submerged, opposing creatures attack its owner directly.","[Stworzenie] zanurza się podczas kolejki przeciwnika. Podczas zanurzenia, przeciwne stworzenia atakują bezpośrednio właściciela."
SUBMERGE_TRIGGERTEXT_389_M,[creature] emerges from the deep.,[Stworzenie] wyłania się z głębin.
SUBMERGE_TRIGGERTEXT_389_F,,#VALUE!
SUBMERGE_TEXT_541_M,Hold your breath...,Wstrzymaj oddech...
SUBMERGE_TEXT_541_F,,#VALUE!
TAILONHIT_RULEBOOKNAME_865,Loose Tail,Luźny ogon
TAILONHIT_RULEBOOKDESCRIPTION_124,"When [creature] would be struck, a Tail is created in its place and [creature] moves to the right.","Kiedy [stworzenie] zostanie uderzone, na jego miejscu tworzy się ogon i [stworzenie] porusza się w prawo."
TAILONHIT_TEXT_547_M,It's hard to call it cowardly...,Trudno nazwać to tchórzliwym ...
TAILONHIT_TEXT_547_F,,#VALUE!
TRIPLEBLOOD_RULEBOOKNAME_638,Worthy Sacrifice,Godne poświęcenie
TRIPLEBLOOD_RULEBOOKDESCRIPTION_529,[creature] is counted as 3 Blood rather than 1 Blood when sacrificed.,[stworzenie] jest liczone jako 3 krwią niż 1 krew po poświęceniu.
TRISTRIKE_RULEBOOKNAME_546,Trifurcated Strike,Trifurcated Strajk
TRISTRIKE_RULEBOOKDESCRIPTION_951,"[creature] will strike each opposing space to the left, right, and center of it.","[Stworzenie] uderzy każdą przeciwną przestrzeń w lewo, w prawo i jej środku."
TUTOR_RULEBOOKNAME_467,Hoarder,Hoarder
TUTOR_RULEBOOKDESCRIPTION_739,"When [creature] is played, you may search your deck for any card and take it into your hand.","Kiedy [stworzenie] jest odtwarzane, możesz przeszukać swoją pokład w poszukiwaniu dowolnej karty i zabrać ją w rękę."
TUTOR_TEXT_946_M,Shiny.,Błyszczący.
TUTOR_TEXT_946_F,,#VALUE!
WHACKAMOLE_RULEBOOKNAME_617,Burrower,Burrower
WHACKAMOLE_RULEBOOKDESCRIPTION_925,"When an empty space would be struck, [creature] will move to that space to receive the strike instead.","Kiedy zostanie uderzona pusta przestrzeń, [stworzenie] przejdzie do tej przestrzeni, aby zamiast tego otrzymać strajk."
WHACKAMOLE_TRIGGERTEXT_589_M,[creature] digs down and pops out to block.,"[Stworzenie] wykopuje się i wyskakuje, aby zablokować."
WHACKAMOLE_TRIGGERTEXT_589_F,,#VALUE!
WHACKAMOLE_TEXT_739_M,Meddlesome Mole...,Meddlesome Mole ...
WHACKAMOLE_TEXT_739_F,,#VALUE!
BUFFENEMY_RULEBOOKNAME_972,Annoying,Irytujący
BUFFENEMY_RULEBOOKDESCRIPTION_818,The creature opposing [creature] gains 1 power.,Stworzenie przeciwne [stworzenie] zyskuje 1 moc.
CELLBUFFSELF_RULEBOOKNAME_986,Buff When Powered,Buff po zasilaniu
CELLBUFFSELF_RULEBOOKDESCRIPTION_268,"If [creature] is within a circuit, it gains 2 power.","Jeśli [stworzenie] znajduje się w obwodzie, zyskuje 2 moc."
CELLDRAWRANDOMCARDONDEATH_RULEBOOKNAME_785,Gift When Powered,Prezent po zasilaniu
CELLDRAWRANDOMCARDONDEATH_RULEBOOKDESCRIPTION_034,"If [creature] is within a circuit when it perishes, a random card is created in your hand.","Jeśli [stworzenie] znajduje się w obwodzie, gdy ginie, losowa karta jest tworzona w dłoni."
CELLTRISTRIKE_RULEBOOKNAME_743,Trifurcated When Powered,Trifurcowany po zasilaniu
CELLTRISTRIKE_RULEBOOKDESCRIPTION_157,"If [creature] is within a circuit, it will strike each opposing space to the left, right, and center of it.","Jeśli [stworzenie] znajduje się w obwodzie, uderzy w każdą przeciwną przestrzeń po lewej, prawej i jej środku."
CONDUITSPAWNGEMS_RULEBOOKNAME_106,Gem Spawn Conduit,Conduit spawn klejnot
CONDUITSPAWNGEMS_RULEBOOKDESCRIPTION_088,Empty spaces within a circuit completed by [creature] spawn Gem Vessels at the end of the owner's turn.,Puste przestrzenie w obwodzie ukończonym przez [stworzenie] naczynia z klejnotami odradzają pod koniec tury właściciela.
DEATHSHIELD_RULEBOOKNAME_646,Armored,Opancerzony
DEATHSHIELD_RULEBOOKDESCRIPTION_345,"The first time [creature] would take damage, prevent that damage.","Po raz pierwszy [stworzenie] przyjęło obrażenia, zapobiegają tym szkodom."
DELETEFILE_RULEBOOKNAME_928,Hostage File,Plik hosta
DELETEFILE_RULEBOOKDESCRIPTION_343,When [creature] perishes the file used to create it is really deleted from your Hard Drive.,"Gdy [stworzenie] przeraża plik używany do jego tworzenia, jest naprawdę usuwany z dysku twardego."
DRAWRANDOMCARDONDEATH_RULEBOOKNAME_613,Gift Bearer,Nosiciel prezentu
DRAWRANDOMCARDONDEATH_RULEBOOKDESCRIPTION_048,"When [creature] perishes, a random card is created in your hand.","Gdy [stworzenie] ginie, losowa karta jest tworzona w dłoni."
DRAWVESSELONHIT_RULEBOOKNAME_336,Vessel Printer,Drukarka naczynia
DRAWVESSELONHIT_RULEBOOKDESCRIPTION_344,"Once [creature] is struck, draw a card from your Empty Vessel pile.",Po uderzeniu [stworzenia] narysuj kartę z pustego stosu naczynia.
EXPLODEGEMS_RULEBOOKNAME_516,Gem Detonator,Detonator klejnotów
EXPLODEGEMS_RULEBOOKDESCRIPTION_918,"When Gem Vessels on the owner's side of the board die, they Detonate (the creature opposing them, as well as adjacent friendly creatures, are dealt 10 damage).","Kiedy naczynia klejnotowe po stronie właściciela umierają, detonują (stworzenie sprzeciwiające się im, a także sąsiednie przyjazne stworzenia, mają 10 obrażeń)."
FILESIZEDAMAGE_RULEBOOKNAME_634,Dead Byte,Martwy bajt
FILESIZEDAMAGE_RULEBOOKDESCRIPTION_605,"When [creature] perishes, select a file. Place damage on the scales according to the file's size.","Gdy [stworzenie] ginie, wybierz plik. Umieść obrażenia na skalach zgodnie z rozmiarem pliku."
LATCHBRITTLE_RULEBOOKNAME_905,Brittle Latch,Krucha zatrzask
LATCHBRITTLE_RULEBOOKDESCRIPTION_139,"When [creature] perishes, its owner chooses a creature to gain the Brittle sigil.","Kiedy [stworzenie] ginie, jego właściciel decyduje się na stworzenie, aby zdobyć krucha pielęgnację."
LATCHDEATHSHIELD_RULEBOOKNAME_419,Shield Latch,Zatrzask osłony
LATCHDEATHSHIELD_RULEBOOKDESCRIPTION_212,"When [creature] perishes, its owner chooses a creature to gain the Nano Armor sigil.","Kiedy [stworzenie] ginie, jego właściciel wybiera stworzenie, aby zdobyć nano zbroi."
LATCHEXPLODEONDEATH_RULEBOOKNAME_684,Bomb Latch,Zatrzask bomb
LATCHEXPLODEONDEATH_RULEBOOKDESCRIPTION_627,"When [creature] perishes, its owner chooses a creature to gain the Detonator sigil.","Kiedy [stworzenie] ginie, jego właściciel wybiera stworzenie, aby zdobyć detonator Sigil."
PERMADEATH_RULEBOOKNAME_440,Overclocked,Nadmiernie zaprzeczał
PERMADEATH_RULEBOOKDESCRIPTION_445,"[creature] has increased power. But, if [creature] perishes, it is permanently removed from your deck.","[Stworzenie] zwiększyło moc. Ale jeśli [stworzenie] ginie, jest ono na stałe usuwane z talii."
PERMADEATH_TEXT_244_M,"Well, you won't be seeing that one again...","Cóż, nie zobaczysz tego ponownie ..."
PERMADEATH_TEXT_244_F,,#VALUE!
SENTRY_RULEBOOKNAME_272,Sentry,Wartownik
SENTRY_RULEBOOKDESCRIPTION_473,"When a creature moves into the space opposing [creature], they are dealt 1 damage.","Kiedy stworzenie porusza się w przestrzeni przeciwni [stworzeniu], mają 1 obrażenia."
SENTRY_TRIGGERTEXT_849_M,[creature] takes a free shot.,[Stworzenie] robi wolny strzał.
SENTRY_TRIGGERTEXT_849_F,,#VALUE!
SHIELDGEMS_RULEBOOKNAME_942,Gem Guardian,GEM Guardian
SHIELDGEMS_RULEBOOKDESCRIPTION_205,"When [creature] is played, all Gem Vessels on the owners' side of the board gain Nano Armor.","Kiedy [stworzenie] jest odtwarzane, wszystkie naczynia klejnotów po stronie zarządu zyskują pancerz nano."
SNIPER_RULEBOOKNAME_944,Sniper,Snajper
SNIPER_RULEBOOKDESCRIPTION_339,You may choose which opposing space [creature] strikes.,"Możesz wybrać, która przeciwna przestrzeń [stworzenie] uderza."
SWAPSTATS_RULEBOOKNAME_452,Swapper,Swapper
SWAPSTATS_RULEBOOKDESCRIPTION_898,"After [creature] is dealt damage, swap its Power and Health.","Po [stworzeniu] zadawanie szkód, zamień swoją moc i zdrowie."
TRANSFORMER_RULEBOOKNAME_916,Transformer,Transformator
TRANSFORMER_RULEBOOKDESCRIPTION_887,"At the beginning of your turn [creature] will transform to, or from, Beast mode.",Na początku twojej tury [stworzenie] przekształci się w tryb bestii lub z.
DOUBLEDRAW_DISPLAYEDNAME_897,Boon of the Ambidextrous,BOON OF TUMBIDEXROUS
DOUBLEDRAW_DESCRIPTION_048_M,You may [c:bR]draw twice[c:] at the beginning of your turn.,Możesz [C: Br] rysować dwa razy [C:] Na początku swojej tury.
DOUBLEDRAW_DESCRIPTION_048_F,,#VALUE!
MINORSTARTINGBONES_DISPLAYEDNAME_402,Minor Boon of the Bone Lord,Mniejszy dobrodziejstwo władcy kości
MINORSTARTINGBONES_DESCRIPTION_867_M,You will start each battle with [c:bR]1[c:] extra bone.,Zaczniesz każdą bitwę z [C: Br] 1 [C:] Dodatkowa kość.
MINORSTARTINGBONES_DESCRIPTION_867_F,,#VALUE!
SQUIRRELPOWER_DISPLAYEDNAME_378,Boon of the Rabid Squirrel,Boon z wściekłej wiewiórki
SQUIRRELPOWER_DESCRIPTION_155_M,Your [c:bR]Squirrels[c:] will have [c:bR]1 power[c:].,Twoje wiewiórki [C: B] [C:] będzie miało [C: Br] 1 Power [C:].
SQUIRRELPOWER_DESCRIPTION_155_F,,#VALUE!
STARTINGBONES_DISPLAYEDNAME_033,Boon of the Bone Lord,Boon of the Bone Lord
STARTINGBONES_DESCRIPTION_484_M,You will start a battle with [c:bR]8 bones[c:].,Rozpoczniesz bitwę z [C: Br] 8 kości [C:].
STARTINGBONES_DESCRIPTION_484_F,,#VALUE!
STARTINGGOAT_DISPLAYEDNAME_378,Boon of Goat's Blood,Boon of Goat's Blood
STARTINGGOAT_DESCRIPTION_764_M,You will start a battle with a [c:bR]Black Goat[c:] on the board.,Rozpoczniesz bitwę z [C: Br] Black Goat [C:] na planszy.
STARTINGGOAT_DESCRIPTION_764_F,,#VALUE!
STARTINGTREES_DISPLAYEDNAME_875,Boon of the Forest,Dobrodziejstwo lasu
STARTINGTREES_DESCRIPTION_168_M,You will start a battle with [c:bR]Grand Firs[c:] on all of your spaces.,Rozpoczniesz bitwę z [C: Br] Grand Firs [C:] we wszystkich twoich przestrzeniach.
STARTINGTREES_DESCRIPTION_168_F,,#VALUE!
TUTORDRAW_DISPLAYEDNAME_377,Boon of the Magpie's Eye,Boon of the Sroki
TUTORDRAW_DESCRIPTION_475_M,"When you draw from your deck, you may [c:bR]choose any card in your deck[c:] to draw.","Po rysowaniu z pokładu możesz [C: Br] wybrać dowolną kartę w swojej talii [C:], aby narysować."
TUTORDRAW_DESCRIPTION_475_F,,#VALUE!
ADDER_DISPLAYEDNAME_256,Adder,Sumator
ADDER_DESCRIPTION_821_M,The caustic Adder. Damage from its poison bite is always lethal.,Kaustyka. Obrażenia związane z ukąszeniem trucizny są zawsze śmiertelne.
ADDER_DESCRIPTION_821_F,,#VALUE!
ALPHA_DISPLAYEDNAME_659,Alpha,Alfa
ALPHA_DESCRIPTION_948_M,The venerable Alpha. Its courage emboldens the creatures that stand beside it.,"Czcigodny alfa. Jego odwaga ośmiela stworzenia, które stoją obok niej."
ALPHA_DESCRIPTION_948_F,,#VALUE!
AMALGAM_DISPLAYEDNAME_349,Amalgam,Amalgamat
AMALGAM_DESCRIPTION_394_M,Canine. Hooved. Reptilian. Feathered. Insectoid. The Amalgam is all.,Psi. Kopa. Gad. Pierzasty. Owadoid. Amalgam jest wszystkim.
AMALGAM_DESCRIPTION_394_F,,#VALUE!
AMOEBA_DISPLAYEDNAME_406,Amoeba,Ameba
AMOEBA_DESCRIPTION_404_M,The amorphous Amoeba. Its sigils are ever changing.,Amorficzna ameba. Jego ulecza ciągle się zmieniają.
AMOEBA_DESCRIPTION_404_F,,#VALUE!
ANT_DISPLAYEDNAME_447,Worker Ant,Ant robotniczy
ANT_DESCRIPTION_802_M,"Ah, the diligent Ant. Its strength is proportionate to the size of its colony.","Ach, sumienna mrówka. Jego siła jest proporcjonalna do wielkości kolonii."
ANT_DESCRIPTION_802_F,,#VALUE!
ANTQUEEN_DISPLAYEDNAME_999,Ant Queen,Ant Queen
ANTQUEEN_DESCRIPTION_881_M,The Regal Ant Queen. She births a new Ant once played.,Królowa królowa mrówek. Rodziła kiedyś nową mrówkę.
ANTQUEEN_DESCRIPTION_881_F,,#VALUE!
BAT_DISPLAYEDNAME_261,Bat,Nietoperz
BAT_DESCRIPTION_685_M,The meddlesome Bat. A minor terror.,Meddlesome Bat. Niewielki terror.
BAT_DESCRIPTION_685_F,,#VALUE!
BEAVER_DISPLAYEDNAME_531,Beaver,Bóbr
BEAVER_DESCRIPTION_316_M,The industrious Beaver. When played it constructs Dams adjacent to it.,Pracowity Beaver. Po odtwarzaniu konstruuje tam tamy.
BEAVER_DESCRIPTION_316_F,,#VALUE!
BEE_DISPLAYEDNAME_612,Bee,pszczoła
BEEHIVE_DISPLAYEDNAME_500,Beehive,Ul
BEEHIVE_DESCRIPTION_689_M,The inviolable Beehive. When it is attacked you will draw a Bee.,Nienaruszalny ula. Po zaatakowaniu narysujesz pszczół.
BEEHIVE_DESCRIPTION_689_F,,#VALUE!
BLOODHOUND_DISPLAYEDNAME_451,Bloodhound,Ogar
BLOODHOUND_DESCRIPTION_777_M,The dauntless Bloodhound. It leaps to oppose new creatures when they are played.,"Bezpośredni ogar. Skaje, aby przeciwstawić się nowym stworzeniom, gdy są grane."
BLOODHOUND_DESCRIPTION_777_F,,#VALUE!
BULLFROG_DISPLAYEDNAME_026,Bullfrog,BULLFROG
BULLFROG_DESCRIPTION_086_M,The watchful Bullfrog. It leaps in the way of attacking flyers.,Uważna kuwa. Skoczy na drodze do atakowania ulotek.
BULLFROG_DESCRIPTION_086_F,,#VALUE!
BURROWINGTRAP_DISPLAYEDNAME_398,Burrowing Trap,Pułapka na burrowanie
CAGEDWOLF_DISPLAYEDNAME_002,Caged Wolf,Wolf w klatkach
CAT_DISPLAYEDNAME_813,Cat,Kot
CAT_DESCRIPTION_799_M,The undying Cat. Sacrificing the poor beast does not kill it.,Nieśmiertelny kot. Poświęcenie biednej bestii jej nie zabija.
CAT_DESCRIPTION_799_F,,#VALUE!
CATUNDEAD_DISPLAYEDNAME_900,Undead Cat,Nieumarły kot
COCKROACH_DISPLAYEDNAME_147,Cockroach,Karaluch
COCKROACH_DESCRIPTION_700_M,The unkillable Cockroach. It returns to your hand after dying.,Niezamożny karaluch. Po śmierci wraca do twojej ręki.
COCKROACH_DESCRIPTION_700_F,,#VALUE!
COYOTE_DISPLAYEDNAME_081,Coyote,Kojot
COYOTE_DESCRIPTION_674_M,The meager Coyote. But what did you expect for only four bones?,Skromny kojot. Ale czego się spodziewałeś tylko dla czterech kości?
COYOTE_DESCRIPTION_674_F,,#VALUE!
DAUS_DISPLAYEDNAME_941,The Daus,Daus
DAUS_DESCRIPTION_450_M,That filthy feral hog... It becomes incensed when its chimes are struck.,"Ten brudny dziki wieprz ... staje się wścieknięty, gdy jego dzwonki są uderzone."
DAUS_DESCRIPTION_450_F,,#VALUE!
DEFAULTTAIL_DISPLAYEDNAME_383,Tail,Ogon
ELK_DISPLAYEDNAME_175,Elk,Jeleń kanadyjski
ELK_DESCRIPTION_049_M,The flighty Elk. It moves after attacking.,Lotny łoś. Porusza się po ataku.
ELK_DESCRIPTION_049_F,,#VALUE!
ELKCUB_DISPLAYEDNAME_815,Elk Fawn,Elk Fawn
ELKCUB_DESCRIPTION_167_M,The nascent Fawn. It quickly grows into an Elk.,Powstający płodek. Szybko rośnie w łosie.
ELKCUB_DESCRIPTION_167_F,,#VALUE!
FIELDMOUSE_DISPLAYEDNAME_474,Field Mice,Mysz polna
FIELDMOUSE_DESCRIPTION_313_M,Hm. The licentious Field Mice. You will draw a copy when they are played.,"Hm. Rozmieżne myszy polowe. Będziesz narysować kopię, gdy zostaną odtwarzane."
FIELDMOUSE_DESCRIPTION_313_F,,#VALUE!
FIELDMOUSE_FUSED_DISPLAYEDNAME_164,Spore Mice,Myszy zarodników
GECK_DISPLAYEDNAME_578,Geck,Geck
GECK_DESCRIPTION_724_M,The uninspiring Geck. Perhaps you can find a use for it?,Niezinspirujący w mgienie. Może możesz znaleźć dla niego zastosowanie?
GECK_DESCRIPTION_724_F,,#VALUE!
GOAT_DISPLAYEDNAME_386,Black Goat,Czarna koza
GOAT_DESCRIPTION_346_M,The apotheosized Goat. The truest offering. Sacrificing it grants three blood.,Apotheosizowana koza. Najprawdzisza oferta. Poświęcenie go zapewnia trzy krwią.
GOAT_DESCRIPTION_346_F,,#VALUE!
GRIZZLY_DISPLAYEDNAME_201,Grizzly,Siwy
GRIZZLY_DESCRIPTION_428_M,The monstrous Grizzly. Its form speaks enough of its efficacy.,Potworny grizzly. Jego forma mówi wystarczająco o jego skuteczności.
GRIZZLY_DESCRIPTION_428_F,,#VALUE!
HAWK_DISPLAYEDNAME_226,Hawk,Jastrząb
HROKKALL_DISPLAYEDNAME_354,Hrokkall,Hrokkall
